Date;SPU-NO;BERGEN-NO;AKERBP-NO;EMGS-NO;PGS-NO;BWO-NO;SDRL-NO;IMSK-NO;NOR-NO;AKA-NO;OTS-NO;PRS-NO;SUBC-NO;TGS-NO;IOX-NO;FOE-NO;SOFF-NO;WRL-NO;EMAS-NO;SONG-NO;SEVAN-NO;FRO-NO;STL-NO;SIOFF-NO;EIOF-NO;PDR-NO;QEC-NO;BON-NO;ARCHER-NO;FLNG-NO;DNO-NO;SBX-NO;REACH-NO;DOF-NO;HAVI-NO;PLCS-NO;ITX-NO;BOR-NO;INC-NO;NHY-NO;YAR-NO;NSG-NO;NEL-NO;AKVA-NO;GOD-NO;BMA-NO;KOG-NO;HEX-NO;NRC-NO;TTS-NO;AFG-NO;VEI-NO;TOM-NO;SOLV-NO;BEL-NO;ODF-NO;ODFB-NO;WWI-NO;JIN-NO;AMSC-NO;NAS-NO;WILS-NO;WWIB-NO;SNI-NO;NTS-NO;SAS.NOK-NO;RISH-NO;KOA-NO;EKO-NO;SCHA-NO;GYL-NO;POL-NO;ORK-NO;AUSS-NO;MHG-NO;SSC-NO;GSF-NO;SALM-NO;LSG-NO;MEDI-NO;COV-NO;WEIFA-NO;NAVA-NO;BIOTEC-NO;PHO-NO;VVL-NO;DNB-NO;SRBANK-NO;AXA-NO;ASC-NO;AKER-NO;PROTCT-NO;STB-NO;BOUVET-NO;FUNCOM-NO;EVRY-NO;ATEA-NO;GIG-NO;ITE-NO;DAT-NO;APP-NO;OPERA-NO;TECH-NO;IDEX-NO;THIN-NO;KIT-NO;QFR-NO;STRONG-NO;HIDDN-NO;NOD-NO;REC-NO;TEL-NO;NGT-NO;AFK-NO;OLT-NO;SOLON-NO;STORM-NO;NPRO-NO
06/06/12;-0.036367655;0.09531018;0.03922079;0.028778906;0.029067831;-0.006051399;0.000982318;0;0.016807294;0.016723889;0;0.011698894;0.016502058;0.026668247;0.004773287;0.015553992;0.011049861;0.021681069;0;0.039740372;0.028749413;-0.025134606;0;0;0;-0.080042591;-0.01203384;0.027524673;0.047856117;0.026668241;0.000654665;0;0;0.00333892;0.031982949;0.074780026;-0.001511716;-0.012320503;0.006514819;0.015527674;0.014935204;0.057016687;-0.008474613;0;0;0;0.033415997;-0.037537919;-0.027560746;0.030032277;0.017060123;0.042655176;0.012848142;0;0;-0.015267472;0;-0.006644543;0;0.005420139;0.01342302;0;0;0.03000225;0;0.037295785;0;0.064538521;0;0.008968637;0;0;0.010164657;0.037563102;0.026539553;0;0.017614547;-0.014388737;0.0258264;0;-0.004395611;-0.028690689;0.03509132;-0.073427516;-0.005277057;0;0.020273943;0.028894466;-0.037740314;-0.020834139;0.003129893;-0.040821995;0.005656124;0;0.043083579;-0.031748698;0.012848126;0;-0.065787741;0;0.058840494;0.012515733;-0.039220681;-0.040821995;0.032789823;0;0.087411938;0;0.017544223;-0.005277057;-0.025823944;0.001113586;-0.018349166;0;0;0.055569905;-0.007168533;-0.008358258
07/06/12;0;-0.026317308;-0.003210252;-0.028778906;-0.032585207;-0.013751271;-0.006402386;-0.031498667;-0.04779076;-0.029927514;0;-0.031587954;-0.028217615;-0.028020512;-0.004773287;0.015839853;-0.044951409;-0.010781764;0;-0.013072145;0;-0.016330067;-0.002181026;-0.01542447;0.028987537;-0.051293355;-0.012180419;-0.022884294;-0.009389878;0;-0.019161472;0.023810649;0;-0.00333892;-0.029486159;-0.060761114;-0.001514005;0;0.006472387;-0.013621096;-0.005947341;0.102947869;0.138836646;0;0.079512063;0;-0.018957914;-0.044700179;0.01387528;-0.01791094;-0.004987542;-0.024472857;0;0;0;-0.066797481;-0.067658648;-0.033901552;-0.0508192;0.107520394;-0.002670229;0;-0.027305451;-0.009901071;-0.28828281;-0.051394709;0;-0.018928074;-0.068208208;-0.023380409;-0.051293294;0;-0.00072263;0.018265348;0.042534814;0.058268908;0.031252544;-0.04067104;-0.0258264;0;0;0.006217705;-0.030636969;0.046520011;-0.02139119;-0.162007551;-0.017606089;0.028082969;0;-0.026668181;-0.015748357;0;0.00842465;-0.038399133;-0.030583391;0.017057983;-0.017167844;0.007220248;0;-0.012775191;0;-0.010000112;0.039220681;0.040821995;0.044171218;-0.090246878;-0.031322471;0.051293308;0.00865812;-0.010638398;0.008403519;0.023103338;0;0.04087262;-0.001177163;-0.047035072;-0.00722016;-0.012062872
08/06/12;0;0.0132452;-0.006451731;-0.011009308;-0.002822793;-0.023347312;0;0;0.015611808;-0.008900103;-0.077961541;-0.022545284;-0.007604612;-0.010884461;-0.044016913;-0.007360716;0.044951409;0.039845891;0;-0.040273791;-0.032924785;-0.0444874;-0.006571765;0.01542447;0;0.115831816;0.019418086;0.018349139;0.011464507;-0.068053478;0.011277068;-0.011834458;0;0.052129066;0.022195754;-0.030626642;0;0;-0.032789754;-0.018454964;-0.005982924;-0.044451698;-0.057158594;0;-0.045610511;0;0.023641763;0.066322643;-0.056695275;-0.018237601;0;0.01342302;-0.015005641;0;0;0.066797481;0.032789823;0.006872879;-0.016726755;0.042761837;0.023779192;0;0.027305451;0.014815086;0;-0.047776479;0;0.012658398;0.017493146;0.006964986;0;0;-0.005073087;-0.004535155;-0.033645967;0;-0.039220713;0.018692133;0.011560822;0;0;0.012320575;0.047731403;0.035718025;0.026668247;0;-0.00802501;-0.037621992;-0.039220698;0.005390835;0.021978907;0;-0.032976268;0;0.018462037;-0.013837408;0.008620818;0;0.076961041;0;0;-0.041031338;0.143100876;-0.051293294;0.04230238;0.054067221;-0.041769413;0;-0.03509128;0.041890942;-0.021997573;0.004340756;0.029199097;0;-0.01184848;0.016854356;0;-0.017136282
11/06/12;0;-0.001316645;0.006451731;-0.018622428;-0.002830855;0.015625239;-0.002968829;0.027615167;-0.029696555;-0.023910838;0.052643733;-0.006788229;0.009286681;-0.000684229;-0.03045914;0.011542672;0.010929062;0.002600753;0;-0.041964243;0.020704673;0.011815212;0.010929071;0;0;-0.098440136;-0.004819286;0;-0.071958115;0.091461507;-0.009277734;-0.011976191;0;-0.028987482;-0.027195691;-0.009615469;0;0;-0.013422952;0.010038694;-0.001286725;-0.077961476;0.093526205;0;0.032789823;0;-0.00938974;-0.040933409;0;0;0;0.006644543;0.004310352;0;0;0.012232568;-0.006472515;0;-0.00241261;0.054311917;-0.002614381;0;-0.006756782;-0.024815169;0;-0.019334652;0;-0.012658398;-0.005797159;-0.001602994;0;0;0.012754354;0;0.008225705;0;0;0;0;0;0;0.010152408;0;0.017391813;-0.007926065;0;0.009799633;-0.009630893;0;-0.052425889;0.018462063;0;-0.040099712;0;0.059188841;0.033722902;-0.017316453;0.021353124;0;0;0;-0.005249388;0.125163168;0.109562203;-0.030032287;0;0.023420274;-0.002503078;-0.045669911;-0.036557596;0;0.011305639;-0.029199097;0;0.001191185;-0.028250463;-0.018282021;-0.01242252
12/06/12;-0.003710614;-0.025351603;-0.016207763;-0.03442033;-0.028029222;-0.007781967;-0.037359216;0;-0.00711744;-0.025837788;-0.080042708;-0.020645462;-0.01438875;-0.027056801;-0.047502362;-0.023754129;-0.021978923;0.033208712;0;-0.032670751;0.008163311;-0.005279281;-0.015334364;0.002038737;0.002853069;0.050430916;-0.007272759;-0.004555817;-0.084786643;-0.077475268;-0.010709607;0.06529125;-0.15415068;0.00326259;-0.038318825;-0.024451072;-0.016807118;0.032523214;0.039740318;0.011079387;-0.00645858;-0.002460103;-0.047540946;0;0;-0.004089924;-0.033576296;0.030180617;-0.021053603;-0.018576299;0;-0.042847591;-0.006472515;0;0;-0.009160369;0;-0.038399133;0.008418732;-0.035878256;-0.013175421;0;-0.088553397;-0.002515725;0;0;0.092373268;-0.052299436;-0.011695987;-0.030955529;0;0;-0.014451119;-0.004555817;-0.002343233;0.018692133;0.00796817;-0.030077455;-0.017391743;0;0;-0.058228535;-0.070204259;0;-0.032347834;0;-0.017889565;0;0.019802462;-0.011396107;-0.012270093;0;0.007791469;0;-0.053109782;-0.036943477;-0.049226909;0.020906685;-0.030077455;0;0;0.005249388;-0.029853001;-0.009478744;-0.024692613;0;-0.028170877;0.002503078;0.027651357;-0.043485112;0.007669375;-0.008062393;0.029199097;0;0.009478744;-0.052953554;-0.003696884;-0.010050336
13/06/12;0;0.026668248;0.006514633;-0.035647335;0.002184236;-0.010997886;0.016832838;0;-0.047540909;-0.009440238;-0.057158414;-0.011135742;-0.005128277;0.01604499;-0.001081715;0.017999474;-0.005571092;-0.020305243;0;-0.00740746;-0.024692613;0.008917814;-0.001472754;0;0;0;0.009685306;-0.013793322;-0.044617003;-0.057158369;-0.00675222;0.011223462;0;-0.023065255;-0.037139573;-0.035268124;-0.0061824;0;-0.03300634;-0.013387081;-0.005197067;-0.022416826;0.011173335;0;-0.080580487;0;-0.014742282;0;-0.032435062;0;-0.014098924;-0.016260521;0;0;0;-0.012345836;-0.003252035;-0.003565066;-0.006006122;0.004555877;0.018397365;0;0.064538521;-0.002522069;0;-0.008714652;0;-0.006734032;0;0.006048856;0;0;-0.000728067;0.013605652;0.05644127;0;0.017309638;0.011385322;0.0259756;0;0;-0.015102776;0.040094457;-0.053109838;0.016304709;0;-0.007246409;-0.012987196;0.019418236;-0.002869397;0.006153866;0;0.060238243;-0.003565066;-0.018349144;0;-0.037387557;0.033901552;0;0;0.055569862;0.038515717;-0.062520304;-0.048790164;-0.018928074;0;-0.004773279;-0.051293308;-0.009132263;0.00554018;0.005924679;0.010735476;0;0;-0.009478744;0.032692402;0;-0.029470422
14/06/12;0;0.063715867;0.068992866;0.058725255;0.039919798;0.043283539;0.022011894;0;0.047540909;0.042446503;0;0.043817408;0.03866037;0.038022231;0.108602039;0.042122295;-0.039891269;0.022814652;0;0.047195633;0.028749413;0.010836951;0.031195856;-0.007153837;0.025317808;-0.067822596;0;0.036367644;0.091963099;-0.026827268;0.010781776;-0.00671895;0;0.01652932;0.026668173;0.045120329;0.007722046;0;0.03300634;0.044066629;0.020628149;0.029778904;0.003696727;-0.139761942;0;0;0.098904074;0.029296369;-0.011049881;0;0;-0.007050558;0.017167804;0;0;-0.00623055;0.00972455;0.021202208;0.021454903;-0.00913251;0.018065007;-0.216454563;-0.028170877;0.010050336;0;-0.008791332;0;0.020067563;0.023256892;0.026509667;0.157241872;0;0.009904659;0.061154423;0.051847468;0.018349139;0.073662141;0.072759354;0.066139689;0;0;0.027868768;0;0.07020427;0.008053735;0.117101185;0.020693496;0.038466281;0.037740314;0;0.015220994;-0.00836825;0.059466659;0.028170877;0.006153783;0.010695237;0.028170841;-0.083381609;0;0;0;0.012515733;0.012820637;0.009950331;0.012658398;0.051293294;0.028303776;0.025975548;0.027150817;0.027249642;0.053400854;-0.002673084;-0.029199097;-0.010982432;-0.022878782;0.023122427;0.014706236;0
15/06/12;0.003710614;-0.012422545;-0.033901591;0;-0.009126098;0.016504441;-0.007449749;0;-0.043802602;-0.009132333;-0.09237332;-0.000997286;-0.00744732;-0.002000668;-0.078749009;-0.006560714;0.034289035;0.014925659;0;-0.003552459;-0.049802822;0.003586376;-0.007888173;-0.007205384;0;0.051293355;0.021454935;-0.031748698;0.05619456;0.00301656;0.001339585;0.011173301;0;-0.01652932;0;-0.004913995;-0.015504187;0;0.031951531;-0.001843998;-0.006828878;-0.014778608;0;0;0.013889112;0;0.008928631;-0.029296369;-0.045462354;0;0.002026343;0.016374635;0;0;0;0.00623055;0;0.010434877;-0.01904822;0.004576634;0.00255428;0.216454563;0.028170877;0;0;-0.00442472;0;0.019672766;0;0.001600429;0.005277057;0;0.008378266;-0.017094433;-0.031001957;-0.178691789;0.028573372;0;0.018494583;0;0.008771986;-0.002116365;-0.013187004;0.016807065;0.015915455;0;-0.008944603;-0.0319516;0;0.042200362;0.003016594;-0.008438869;-0.043296806;0;0;0.030384725;0.004618966;0.163424317;0;0;0;0.019705093;0.067718257;0.038839833;0.066894298;-0.035627126;0.009259325;-0.012903518;-0.018018554;0.021277398;0.058268859;0.002673084;0;0;0;0.036469575;-0.014706236;0.003893619
18/06/12;0;0.011187212;-0.00944889;0.018833084;0.025070925;-0.002980664;0.009920716;0;0.016651612;0.036039864;-0.066691374;0.020252538;0.010739406;0.041836166;0.013563016;0.027467426;-0.011299547;0.026798091;0;0.007092183;0.041672696;0.030168791;0.014296169;0.001032525;0;-0.033901675;-0.028710106;0.004597709;-0.003284048;0.052798207;-0.001339585;0.026317308;0;0;0;0.041019091;-0.015748357;0;0.043083637;0.010282867;0.029953726;0.048435544;0.02550232;0;0.027212564;0;-0.017937701;0.075458411;-0.002328309;0.042820058;0.006054509;0.004629638;0.039629795;0;0;-0.00623055;0;0;0.021403878;-0.041964277;0.00508907;-0.167664399;0.020619287;-0.010050336;0;0.039135429;0;0;-0.023256892;0.011658861;0;0;0.013496121;-0.021787354;0.010799139;0.141650517;-0.028573372;0.017391743;-0.018494583;0;0;0.014721667;0.00881063;-0.025317772;-0.013245227;0;0.019573579;0.003241494;0;-0.011080492;0.006006024;0.012631747;0.04594161;-0.013986242;-0.024845922;0.00103146;-0.023311103;0.015267472;0;0;0.013422902;0.00486622;0.02932771;-0.019231362;0;0.020513488;0.049448275;-0.02631726;0.035718111;-0.026668247;-0.000755038;0.008506165;0;0;0.03471324;0.005494601;0;0.028098872
19/06/12;-0.018692158;-0.011187212;0.012578829;0.014815055;0.004802852;0.007434941;0.003940892;0;0;0.010688514;-0.03509132;0.008036033;-0.000822018;0.01965198;-0.015666091;0.002459996;0.022472872;0.056089594;0;0.044912662;-0.020619287;0.037497292;0.005661728;-0.002066116;0;0.017094496;0.007255171;0.013667639;0.060624605;0;0.002677378;0.017167804;0;0;0.061243691;0.072925179;-0.009569451;0;-0.012121476;0.023827842;-0.000415714;0.070725002;0;0;0.006688988;0;0.031182927;-0.025382099;-0.002333672;0;-0.012145898;-0.011614532;0.016227537;0;0.0106272;-0.012578782;0;0.003454235;0.011696231;-0.004773195;0.063903802;0.167664399;-0.013698844;0;0;0.043802623;0;0.019293139;-0.026827295;0.015163652;0;0;0.000705302;0.030371098;0.02230587;0;0.028573372;-0.017391743;0.002663224;0.128518851;-0.044650274;0.02880846;0;0.025317772;0.010610179;0;0.026088436;0.009661911;-0.018692164;0.016575071;0.008941937;0;0.116549664;0;-0.051624337;0.005141463;-0.009478705;-0.030771659;0;0;0;-0.00486622;-0.047346301;-0.04976151;0;-0.01020417;-0.058707601;0.101352547;-0.035718111;0.02139119;0.045042657;0.000529241;0;0;-0.01064469;-0.013793368;0.014706236;0.005025136
20/06/12;0;-0.031748698;-0.006269706;-0.045120564;-0.019351102;-0.004454277;-0.011869576;0;-0.03358527;-0.033060818;-0.070269158;-0.018358091;-0.033447936;-0.008194184;0.015666091;-0.012361049;0.011049861;0.01129943;0;-0.034367577;0;-0.013096539;-0.03008823;-0.003107201;0;0.016807179;0.011976191;-0.018265348;-0.008290177;0;-0.045819981;-0.054658413;0;0;0;-0.054189296;0.006389798;0;-0.006116178;-0.033741637;-0.018041186;-0.020022869;-0.032909711;0;0;0;0.004376375;0;-0.047856145;-0.006006158;0.008113635;0.004662013;0.006018072;0;0;0.009448889;0;-0.020906685;0.056512219;0.018957921;-0.004773279;0;-0.042259809;-0.005063302;0;0.018200705;-0.092373268;-0.012820625;0.003016615;-0.005724663;0;0;-0.00565639;-0.025975486;-0.020159829;0;-0.027125146;-0.014134511;0.021053303;0;0.091567194;-0.026723037;0;-0.025317772;0;0;-0.012089957;-0.00643089;-0.01904815;0;-0.027069322;-0.008403411;0.033290175;0;0.013158044;-0.025975525;-0.0047733;-0.061210731;-0.046883586;0;0;0.026475626;-0.024541075;0.087861356;-0.042048236;-0.025975486;-0.004662013;-0.075035287;0;-0.005305052;0.052736335;-0.017614547;0;0;0.01064469;-0.005571096;0;-0.022814678
21/06/12;0;0.017903302;-0.058268916;-0.023347376;-0.049348663;-0.044113757;-0.012515808;0.0038835;-0.04462422;-0.045627769;-0.0232569;-0.016941158;-0.040786492;-0.066058663;-0.031581484;-0.032872767;-0.056512222;0.006719011;0;-0.048720278;-0.004175371;-0.052582618;-0.016129382;0;-0.054221554;-0.033901675;-0.031441526;-0.032789823;0.019578213;-0.002861263;-0.036341726;0.011173301;0;-0.087011357;-0.009950319;-0.054840979;0.003179653;0;-0.031155212;-0.024655713;-0.022261193;-0.069795738;-0.045635403;0;-0.051293294;0;-0.004376375;-0.077475286;-0.032381399;0;-0.010152371;-0.01169604;-0.020202707;0;0;-0.03509132;-0.00972455;-0.021353124;-0.006615414;-0.04808623;-0.004796172;0;-0.029199155;0.002534856;0;0.050792167;0;-0.006472515;-0.012121306;-0.008385801;0;0;-0.008068387;0;0.004811491;0;-0.001448226;-0.047367689;-0.021053303;-0.046280753;-0.042559614;0;0;-0.025975538;-0.013280408;0;-0.033572057;-0.00972455;0;-0.022161626;-0.037271395;0;-0.01558235;0.003514942;-0.00655738;-0.039726065;-0.009615502;0.054941118;0.019802627;0;-0.013422902;-0.002378089;0.018462021;0.027651531;0.042048236;0;-0.047856021;-0.01307203;-0.018349118;-0.032435276;-0.315461598;0.016025984;-0.037740385;0;0.017493157;-0.057486917;0;0.01020417
22/06/12;0.011257147;-0.024375816;-0.040821908;-0.060870604;-0.034305923;-0.003115172;-0.008601116;0;-0.084849171;-0.017747913;-0.064800035;-0.007819355;-0.004438556;-0.02672307;-0.010752847;-0.013978959;0;0.015504236;0;-0.002205042;-0.016878038;-0.024920944;-0.007418432;-0.015682496;0.054221554;0.033901675;-0.004926118;-0.019231362;-0.056678298;0;-0.049842968;0.051959739;0.15415068;0.053109805;-0.051293373;-0.065846427;-0.009569451;0;-0.012738962;-0.021021221;0.020142099;-0.034317027;0.038172732;0;0.064538521;0;-0.00881063;0.008298803;-0.030850717;0.029675853;0.020202707;-0.00471699;0.004073325;0;0;0.006472515;0;-0.007220248;-0.004434603;0.014670283;-0.024332101;0;0.032789823;0.002528446;0;-0.095881772;0;-0.019672766;-0.009188491;-0.040822144;0;0;-0.011502643;0;-0.00588385;0;0.014388737;0.018484815;0.010582003;0;0.042559614;0.03681411;-0.013245227;0.008733733;0.002670229;0;-0.006309169;-0.006535971;0.037740314;0.022161626;-0.009539023;-0.038714512;-0.099986222;-0.017699577;0.013072041;-0.004390827;0;0.006269613;0;0;-0.055569862;-0.036367656;-0.089231113;0.035718083;-0.08594243;0;-0.019802627;-0.026668226;0.009216855;0;0.045879568;-0.010119927;0;0.006116236;-0.005797118;-0.014903593;0.01449283;-0.023107575
25/06/12;-0.007490667;-0.026317308;0.005540201;0;-0.006088445;0.00777014;-0.005094255;0;0.036059007;0.017747913;-0.042741507;-0.007370819;-0.036436199;0.002081166;0.010752847;-0.002610309;0.011560813;-0.056512168;0;-0.015573156;-0.030239885;-0.014347448;-0.003729956;-0.01165885;0;-0.051293355;0.021978907;0.009661911;0.025587702;-0.011527439;0.013636575;0.012578782;-0.15415068;0.010291667;0.051293373;0.010416772;-0.056027831;0;-0.073122224;-0.010873894;0.056498223;-0.002496958;-0.018904289;0;0;0;-0.026907453;0.029852963;0.018111741;0.017391661;-0.010050336;-0.014285957;-0.004073325;0;0;-0.006472515;0;0;0.011050017;0.019231222;0.029128273;0;0.024780029;0;0;0;0;-0.02684725;0.009188491;0.009820111;0;0;-0.004589934;0.00873368;-0.004840127;0;0;-0.007352974;0.013072082;0;0;0.033566774;0;0.042559577;-0.027028672;0;-0.00725956;-0.013201512;-0.018692164;-0.070951783;0;0;-0.017508171;0;0.006472495;0.064950954;-0.024451038;0;0.015564517;0;-0.02898746;0.002466058;0;0;0.037740328;0.025975486;0.104360015;0;-0.018519094;0;-0.011727681;0.004273511;0.037740385;0;0;-0.006024031;0;0.019293203
26/06/12;0;0.026317308;0.028592768;0.016597858;0.034512166;-0.01089518;0.024717526;0;0.060624481;0.058473205;0;0.020452695;0.032730194;0.038073939;-0.010752847;0.038456377;-0.014472095;0.029784391;0;0.028004796;-0.013245227;0.047570436;0.030907537;0.009549144;-0.045462374;0;0.014388737;0.023754086;0.066181832;0;0.027459981;-0.105360516;0;-0.010291667;0.036813962;0.035627161;-0.034486176;0;0.060218885;0.010101096;0.017882455;-0.007528249;0.015151816;0.102857385;0;0;0.018018506;0.052095112;0.042666514;0.017094537;0.015037877;0.019002947;0.014184635;0;0;0.022472856;0.006493529;-0.003629768;0.083249647;0;0.018957914;0;-0.031974305;0.010050336;0;-0.040647307;0;0.02684725;0;0.008110407;0;0;0.010836951;0.029980832;0.049944751;0;0.007117468;0.050370359;0.038221213;-0.054067221;0;0.056618817;0;0.031175708;0.032347834;-0.070162964;0.009968365;0.016474837;0;0.023256843;0.022117805;0.025975486;0.069235266;0;-0.006472495;-0.010362724;0;-0.003129893;-0.035367144;0;0.079137307;0.021925447;0;0;-0.018692196;0;0.00896867;0.052643774;-0.009390017;-0.005509656;-0.061759539;0.031998534;0;0;0;0.023881709;0;0.02515856
27/06/12;-0.042232774;0;0.00668894;-0.004123739;-0.009633373;-0.011014923;0.016308738;0;-0.060624481;-0.007044582;-0.049226941;0.018081007;0.001787311;0.001333334;0.008611438;0.009013661;-0.002919616;-0.041480535;-0.084925807;-0.018335811;0.008849615;0.014849901;-0.00581397;-0.007419218;0.005797118;0;-0.002383791;0.023202897;0.019512855;-0.075223436;-0.018471157;-0.016336419;0;0;-0.098689432;-0.043429577;-0.067114937;0;0.006472387;-0.008930364;-0.003551;-0.002522072;-0.018975849;0;-0.019934215;0;-0.00896867;0.061520011;-0.087234826;0;-0.004987542;-0.016607736;-0.006054509;-0.026668247;0;-0.019231362;0;0;-0.050814495;-0.024097475;0.009345862;0;0.045863417;-0.020202707;0;0.015168221;0;-0.006644543;0;0.00429871;0;0;0.002153368;0.033198069;0.051959642;0;0.045746022;0.034486176;0.067658648;0;0;-0.042160848;0;-0.001616921;-0.018742182;0;0.003600364;-0.009852296;-0.038466386;-0.014472074;-0.012578782;0;0.070187827;0;0;0;0;0;-0.100925919;0.028170877;0.02681117;-0.007255166;-0.006688926;0;0.024846061;0;-0.018018506;-0.052643774;-0.028709928;-0.016713481;0.037883265;0.011804089;0;0;-0.01169604;0.00294569;-0.01449283;-0.009987561
28/06/12;0.030890466;0.02564247;0.050693178;0.079406811;0.072511087;0.020360765;0.034211961;0;-0.023183344;0.075484206;0.25029454;0.055151742;0.044529399;0.061368946;0;0.056216281;-0.005865121;0.039220808;0.022472826;0.044162141;0.013129291;0.041783441;0.030153038;0.005305052;0.005763705;0.067822596;0.025914289;0.013667639;0.028573382;0.075223436;0.022853925;0.034685558;0;0.033901552;0;0.068122215;0.04941536;0;0.006430952;0.040509933;0.022666074;0.032300976;0;-0.102857385;-0.006734032;-0.008230422;0.01342302;0.042062275;0.005347542;0.01123596;0.048790164;0.011890747;0.022022912;0;0;0.034979719;0;0.053109825;0.060874904;-0.009804029;0.00464038;-0.20815576;0;0.020202707;0;0.004291852;0;0.045610448;0.035931986;0.032184314;0;0;0.028741672;0.020202707;0.025950628;-0.019048195;0.016129382;0.065597282;-0.00938974;0.054067221;0;-0.004796191;0;-0.004866126;-0.008141158;0.114634496;0.057607549;0.057708318;0.038466386;0.073066277;0.040315537;-0.017241806;0.046786997;0;0.031951633;-0.010471339;0.034066539;-0.038343355;0.01754431;-0.042559614;0;0.01684756;-0.013513735;0.034486261;0;0;-0.022989518;0.077961534;0.074801127;0.011173301;0.017503938;0.00914176;0;0.003044181;0.01169604;0.017493079;0;0.019876393
29/06/12;0.044617147;-0.006349306;-0.011472388;0.011385235;0.015802464;0.038027463;0.008020803;0;0.079878656;0.004162968;0.03163705;0.004866237;0.032762275;0.01492565;0;0.006575939;0.011696018;-0.004535173;0;0.021717175;-0.030907537;-0.025623105;0.011251877;-0.037740328;-0.0028777;0;0.006952519;0.031182927;-0.004705901;-0.075223436;0.041404915;-0.107888962;0.15415068;-0.033901552;0.06187547;0.016929004;-0.036367644;0.120446084;0.031548473;-0.002625166;0.000772499;0.070784231;-0.035091236;0;0;0;0.021978907;-0.016147986;0.015873346;0;0;0.01641303;0.024451096;0;0;0.003120127;-0.016313575;-0.003454235;0;0.033901505;0.031893364;0;0;0;0;0;0;0;0.008784838;0.013409167;0;0;0.001624319;0.023716527;-0.010970827;0.091807549;0.013245227;0.015748357;0.046091107;0;-0.04691692;0.056089636;-0.022472856;-0.024692661;0.018893949;0;0.007604599;0.012384059;-0.01904815;-0.044328699;0.009077218;0.012959145;0.034749259;0.028170877;0.090151066;0.007341407;0.032944141;0.041473248;0.083381609;0;0;0.025914242;0.020202662;-0.135955721;0.042048236;0;0.009259325;-0.02531776;0.026668285;-0.011173301;-0.002743511;0.006550792;0;0;-0.023530497;0.025678935;0;0.032670782
02/07/12;-0.018349163;0;0.019048127;0.062177292;0.049860904;0.032308254;0.039618263;0;0.032916732;0.029241871;0;0.037654723;0.040491361;0.030397477;0;0.037670863;0.017291478;-0.004555788;0;0.004839245;0;0.045877894;0.023497971;0.026031839;0.0028777;0;0.020572154;0.025975486;0.046091106;0;0.023497971;0.03238141;0;0;0;0.030699044;0.027398974;-0.007117381;-0.044451812;0.011202507;0.026668247;-0.016073864;0.083698831;0.110348057;0;0;0.021506205;0.013857035;0.020780008;0;-0.009569451;0.00464038;-0.009708814;-0.126605624;0.049494614;-0.003120127;0.006557401;-0.01745245;0.040221143;-0.033901505;-0.022676709;0.040491361;-0.017391743;0.004987542;0;-0.021645867;0;0.043620686;-0.020619311;0.020284651;0;0.249215792;0.007161865;0.00778214;0.008596052;-0.054067221;0.061243625;0;-0.009049836;0;0;0.026907395;0.018018506;0.029558788;0.015915455;-0.044471532;0.021649472;0.009188426;-0.019418236;0.033429436;0.011976191;0;-0.000833333;0;-0.059188841;0.003129932;0;0;-0.008032172;0;0;0.002322911;0;-0.029558802;0;0;0.027274418;0;0.008733603;-0.034289073;0.016349183;0.004510155;0;-0.027736829;0.007117468;-0.011331538;0.021661363;0.005934736
03/07/12;0;-0.045610472;-0.031951509;-0.01788952;-0.013055133;-0.01749318;-0.015017347;0;0.03186775;-0.009846595;0.003454269;0.000222624;-0.00796817;-0.014475524;0;-0.019117488;-0.020202759;0.022574229;0;0.00481594;-0.013544225;-0.007685381;-0.015835099;-0.002143624;0;-0.050430916;-0.025201792;-0.034786116;0.017857562;0;-0.016529302;-0.019802627;0;0;0;0.045462327;0.001800181;0;-0.01307213;-0.006706433;0.002628122;-0.025792757;-0.04097389;0;0.026668247;0;-0.021506205;-0.025553074;-0.026043141;-0.00560229;0;0.006920443;-0.04489532;0;0;-0.031748698;-0.029852963;-0.024956732;-0.049270965;0;0.018182319;0.167664399;-0.028471674;0.053281367;0;0.036523931;0;0.047628049;-0.011976207;0.00350785;0;-0.245449309;-0.003228041;-0.00778214;0.001900317;-0.07296902;0.012300278;-0.015748357;-0.027651531;0;0;0.008810662;0;0.003231116;0;0.061720773;-0.004127121;0.006079046;0.019418236;-0.013793471;-0.011976191;0.004282662;-0.010897006;0;-0.043620582;-0.015748435;-0.013986224;0;0.019960743;0.012959145;0;-0.033021848;-0.006688926;0;0;0;-0.013544225;-0.052643774;-0.044451714;-0.047628049;0.087773211;-0.006018072;0.018349166;0;0.01641303;-0.025975473;0.014184678;-0.010708014
